date,product_id,yield_pct,defect_rate,units_produced,avg_latency_ms,throughput_ops,forecast_demand,actual_demand,revenue_usd
2024-04-11,1,0.8872389741296213,0.06645928035030148,5488,29.763501001321522,7230489.080660672,4482,5569,4425974.745501984
2024-04-12,1,0.8887215851734199,0.02264027415891335,5166,27.038356916578884,9239394.678292377,5112,4808,7797407.716157574
2024-04-13,1,0.8746463839837427,0.07034298556925195,5545,35.33648195605211,3871904.2591893007,3816,5450,1843968.2004409516
2024-04-14,1,0.8824970517484538,0.033791247463764634,4617,31.743003145862843,1588207.0671904813,5088,3263,6535062.153872745
2024-04-15,1,0.9067883747835015,0.0720184423765331,3811,28.475895645469137,3096635.272782704,5299,5042,6591482.650415658
2024-04-16,1,0.8603143850964312,0.04359129342127362,6127,28.825163896551103,8863094.027677048,3622,3417,6163076.11112224
2024-04-17,1,0.8632274340865667,0.03482355103485436,4774,18.61716974962245,3666773.0841039107,3446,3913,5757530.978851489
2024-04-18,1,0.90536271055374,0.07613124156039872,4828,24.022045337496092,6520702.502896369,5616,6458,4588819.57711556
2024-04-19,1,0.8567008390719029,0.025434034634912277,4575,15.593147864327635,8016260.262100779,4452,4848,7783718.410985679
2024-04-20,1,0.918448166039138,0.058721443263765466,4543,14.616877190195652,8342498.12491556,4306,4366,4758820.960253894
2024-04-21,1,0.9222581946393442,0.016404078617842842,6436,36.32382587891141,3390400.3832983547,5180,5975,4856001.594263975
2024-04-22,1,0.8705246217746209,0.03608819619086198,4361,17.792613512809787,7510781.023197264,4211,4992,2541282.4136486794
2024-04-23,1,0.8603046996283572,0.06958448398341381,5179,24.85439581041923,5325279.195939832,5643,5308,3434664.4553153515
2024-04-24,1,0.8962897832882317,0.028691978911859498,6477,36.358899590654744,8176834.194462353,5453,5379,7071059.406718616
2024-04-25,1,0.9004475040353633,0.058823002316849865,5405,30.404223152809013,6567502.403936659,4345,5432,7166095.314392499
2024-04-26,1,0.8708194961899368,0.033458319798139936,5117,32.30524768874823,2446839.0644347738,5092,5360,4552274.136325853
2024-04-27,1,0.8815660106400395,0.05422694689116679,5037,17.794107431924793,6706051.327896502,5846,5192,1748864.4717887088
2024-04-28,1,0.883314549110765,0.07740944027012962,6261,20.25616498116058,6693597.038205533,4922,5367,1474859.4137362032
2024-04-29,1,0.9080419910952355,0.014714542102814018,4178,27.465113805288198,4112947.512576611,4463,5115,7100757.6430666335
2024-04-30,1,0.8590653831812948,0.06307842371503158,5301,10.737607493764045,1199111.9637609753,4708,3168,6392851.924654553
2024-05-01,1,0.8591770527986464,0.029153866639716614,6504,39.913735004731336,4835631.720123757,3939,4840,6563666.841249506
2024-05-02,1,0.845196054085521,0.01576667319310899,5566,30.414979062241393,6890600.928530217,4644,3967,7605311.441173192
2024-05-03,1,0.9312321484808723,0.0378316078573956,4143,18.226456070460102,9855798.831638454,5428,4814,2609682.241237603
2024-05-04,1,0.8382868558737291,0.0705050774887746,6155,24.196297200746713,9713740.851232495,4988,4792,6436177.969542192
2024-05-05,1,0.8929260570064085,0.06327167936600993,5358,28.786609648942463,2181203.899141488,5674,5442,4370656.46058785
2024-05-06,1,0.8555412695376643,0.02403673086902357,6440,24.747836402243106,1577880.4336762067,3686,5508,6582913.704460317
2024-05-07,1,0.862447535602999,0.010813437793567044,3488,12.173406633836766,4532442.007660164,6530,4553,3041638.050965123
2024-05-08,1,0.8994070433589674,0.06458956922253449,5340,11.188564760450713,5324562.52532046,4615,4637,7906638.1528700255
2024-05-09,1,0.8757249624267254,0.053270901402268346,4073,31.073949116323117,6036838.1513822265,4186,5033,3454388.5184642654
2024-05-10,1,0.845784438302595,0.04972785937830908,4775,30.683949074117972,8205280.2919817455,4454,4599,1731974.8823408019
2024-05-11,1,0.9178137016970225,0.012211030137794943,5739,38.086367387310695,1467741.5528632517,6068,5322,7096783.8662225995
2024-05-12,1,0.9026888352002743,0.03376151347799643,5508,34.44475341239537,1721033.6174620762,4880,5855,6721084.389737456
2024-05-13,1,0.9380908647782004,0.04684818626552793,4448,31.947685652659956,1734669.8382753062,4077,4523,6527889.549997354
2024-05-14,1,0.875102400831613,0.048875448565634194,6713,31.576053348167914,3056092.6719816886,4010,5507,5761597.69701904
2024-05-15,1,0.868111742476742,0.07077907537858664,3665,31.81507209298924,7684358.69079983,3494,4188,3597271.340892219
2024-05-16,1,0.8825665931562415,0.04070307934327134,5837,31.757729812454095,5380020.472822325,3656,4484,5146452.300153536
2024-05-17,1,0.9201292490912193,0.061317911569069676,6104,13.947030553817793,7442424.682138797,5026,4737,4445944.995136244
2024-05-18,1,0.8921410432372754,0.04117136785018659,4703,25.444520617890706,4233100.324597891,3991,5287,3737570.756562325
2024-05-19,1,0.8369925943278153,0.06414311879806205,5928,13.926209821550495,9728389.405706903,3710,4754,1514477.2313100887
2024-05-20,1,0.8781376953312501,0.03359022235019005,3973,34.866500976478285,4877987.712956253,5254,3747,5947440.51819812
2024-05-21,1,0.8653734745672066,0.012566999885348009,4720,32.09206045196922,6974240.748596245,5650,4919,6639691.070650373
2024-05-22,1,0.9067415422203977,0.02440888470257378,5191,13.357588581931836,3427746.5036529065,4833,4381,7556239.846064731
2024-05-23,1,0.8978122409159097,0.032130927348372536,4935,25.217044260651775,1374155.7314535289,4897,5407,7075428.061640155
2024-05-24,1,0.905773341895232,0.04421926061798442,2682,30.00592772638313,2256861.2928068163,4143,5579,5714027.0332744215
2024-05-25,1,0.8571199697785682,0.07076995780642538,6531,15.314493683421578,7233633.570035481,4778,6803,5324930.681408497
2024-05-26,1,0.8818660100008914,0.01212709417877858,5840,37.92846086520933,7205740.75928405,4046,5601,5612198.2916286
2024-05-27,1,0.9248359845684753,0.01746151212155935,4082,29.73535913809108,9994723.531936,5503,4772,6476698.388407914
2024-05-28,1,0.9242443766712019,0.07149608929109436,5362,22.12420964953099,3943298.4540691483,5532,5512,6335995.943436311
2024-05-29,1,0.8669061334986427,0.06724839513225152,6100,13.606271661118253,5900401.8816476455,3905,3520,5868270.446829035
2024-05-30,1,0.8460912681157532,0.026628089161202927,3277,21.197553748880203,3045426.6453683632,4918,4369,5677489.589885114
2024-05-31,1,0.8551885282441107,0.03658500461254609,6801,35.90000948715476,5671736.066225963,4482,4982,3388734.7933830945
2024-06-01,1,0.8341458645965345,0.05061206584591327,3683,26.008076401806353,6471145.835141001,5275,5517,6026861.533585461
2024-06-02,1,0.8986008962930453,0.02704376076034095,5224,37.8110363438892,1542406.5126060476,4667,5497,1709945.7991445158
2024-06-03,1,0.8250443341735808,0.0299411031373346,4921,19.218698947788596,8227233.080493971,3461,5357,5272336.483176429
2024-06-04,1,0.8461441945023322,0.03894843710677461,5752,13.656582800108428,2630344.145812123,4121,5495,4676143.685669421
2024-06-05,1,0.8577920092809059,0.049711855374023256,5255,17.696883511040912,9666341.877138218,5778,4932,4851585.795093833
2024-06-06,1,0.8795897736788796,0.076598233954466,4656,28.048354604389935,8372699.734841112,4601,5361,2484313.8793575866
2024-06-07,1,0.8337548804454515,0.06879029120067043,6399,37.000693701940335,4180792.413724463,5323,4369,2923642.2488369527
2024-06-08,1,0.8669845482506816,0.056728492950402935,5998,12.866059415040045,6614733.922089157,6355,3885,2176099.454214044
2024-06-09,1,0.8948463450274053,0.025171786006354297,5331,12.871436665604852,1212747.2744170276,5657,6461,4826881.88899849
2024-06-10,1,0.8591082850492073,0.05161334346303212,3904,24.90300576577508,9890069.681933986,5090,4304,3830231.376730045
2024-06-11,1,0.9261640630217356,0.058470530592705884,4557,39.73767981106565,2155548.605087127,5011,4519,5048708.419044863
2024-06-12,1,0.8644592063698178,0.015996077471750136,4837,36.82572623992355,2726805.9224686865,4029,4359,3484974.140823561
2024-06-13,1,0.8768555426472192,0.014732879451455044,4384,34.01069523467085,3103408.7371938974,5521,5097,5556141.583330359
2024-06-14,1,0.8160209693222987,0.03331013391407386,5299,30.084608655945704,9947254.250990508,5286,6751,6114553.571674722
2024-06-15,1,0.8546826829266901,0.049360777111453695,4955,38.728758535161404,2577726.481218937,4106,5566,4750793.7913115695
2024-06-16,1,0.8724962567589813,0.06293143302266722,4276,20.42714572716946,6984205.520384963,4426,3733,2066912.093312922
2024-06-17,1,0.9122259695988179,0.04646705840904296,5113,28.707570640082793,1802119.8890441495,4430,5325,6782473.411767699
2024-06-18,1,0.8970762989001001,0.01253122663673335,5765,19.093850678359857,3368013.129197586,4306,4785,7558704.76121744
2024-06-19,1,0.8207468774063436,0.03778870619519984,5406,23.41607621514507,6405349.000245555,5385,5028,4478744.380340812
2024-06-20,1,0.8782879193558694,0.03664363054336061,4920,36.33922961335209,8812510.210967053,5197,5539,3132753.9736862853
2024-06-21,1,0.8705842458985802,0.02214671604905561,4395,30.84853266707385,4114897.53884007,4835,5153,6757363.945440527
2024-06-22,1,0.875082229837088,0.05243770564256843,5654,32.94429402708987,2573547.645343713,3031,5057,2024617.9451357438
2024-06-23,1,0.8575476725346639,0.011806833486464089,4850,14.054988674644683,9668036.004302565,5155,5048,4027485.148310924
2024-06-24,1,0.877767271043746,0.040765818204303715,3419,13.169940527852317,6767436.832211856,5178,3845,5551407.646787073
2024-06-25,1,0.8694297524715362,0.014071465685383306,6192,39.84598951509301,1520025.0489672998,4405,4630,1849694.5759570021
2024-06-26,1,0.8574309586932142,0.05845129391858924,4758,11.868753943901881,5584799.153348108,3725,5821,5367270.854041469
2024-06-27,1,0.7992154045523837,0.019149726371813964,5747,36.598126457214,5048061.839391902,4445,3946,3898908.267702489
2024-06-28,1,0.8920769204455861,0.06385134255489379,5607,10.330937932859417,4745385.983617853,4525,4986,2818692.4612152395
2024-06-29,1,0.8594457051518679,0.04747170920168142,5313,16.456056160517125,1109086.9717950395,4104,4972,4835716.42281585
2024-06-30,1,0.9117301836493771,0.016865780654897123,4873,24.647234110653343,2350437.9822458583,5617,4223,4332126.905581366
2024-07-01,1,0.8346760043115017,0.04216127378841907,3709,33.55049631511171,9028762.20046211,5599,3991,4063221.8683877434
2024-07-02,1,0.8961708147396205,0.01268984442736275,4609,37.0528597640627,5153297.181622608,5787,6093,7265824.184945755
2024-07-03,1,0.9148852772814063,0.014665642839248299,6249,25.552240658356123,2351521.0073533747,4862,6549,5761594.454458473
2024-07-04,1,0.8648733920600792,0.014987970943568102,5147,10.363254257046624,9608512.58469532,4238,6168,3075749.0690135863
2024-07-05,1,0.9118454558377751,0.05629594277492901,4474,15.555867036024038,2566984.018006759,4997,4362,6350608.635552152
2024-07-06,1,0.9057144691736169,0.05372644981979847,4394,21.458189189586875,2851185.3597599957,4996,4166,6422436.464464515
2024-07-07,1,0.8895096717618907,0.012936585640214538,6732,39.05466332783151,8188427.724891171,5818,6619,6236512.256006725
2024-07-08,1,0.8919819209709314,0.018966702245634,5858,20.148025179834953,9352752.762934446,4383,3846,4024538.180609372
2024-07-09,1,0.9375192524976521,0.07601530864212953,4117,17.22078135497515,2093512.3867082626,4947,4851,5520675.688586442
2024-07-10,1,0.9016472432502347,0.07029589974544052,4533,35.395430160708344,9270338.80275599,5386,4267,4223776.48091898
2024-07-11,1,0.89056228714859,0.06435132125498073,5587,29.684855130432144,2596858.9252273617,5028,5027,7561716.465479832
2024-07-12,1,0.8878236771520216,0.06724497308998616,4478,16.40534098932016,5552674.236566461,5146,5651,4795660.438442938
2024-07-13,1,0.8830556339840995,0.030828391592317442,7081,26.950659785770483,7199967.718450816,5030,5810,6327850.759302106
2024-07-14,1,0.8716793590799292,0.01065321338789653,4020,17.40036593564869,7538155.436017044,5701,4619,2428249.442402292
2024-07-15,1,0.9259301737299845,0.05311898151821254,5315,15.640742038462484,4198461.118171655,4994,6309,1036607.2948003892
2024-07-16,1,0.8522860892069752,0.07706514360835662,5518,21.038222539062534,3942384.547042712,4482,4261,7136555.332797404
2024-07-17,1,0.9276419541364446,0.07203370463255522,4680,27.791330025603525,4523731.283600464,5976,4324,1022527.8452299507
2024-07-18,1,0.8300633491623396,0.0655938131893959,6010,12.789719194693966,6293820.402535515,6349,4733,1453975.1613807785
2024-07-19,1,0.9220963371764787,0.04924620660913197,6604,28.104629997893646,7088211.43503726,4362,5745,6775345.871260434
2024-07-20,1,0.8512870720967731,0.014098565047078545,4997,20.027149560881824,8064072.794003208,5463,5613,4620883.395091265
2024-07-21,1,0.8415823651754373,0.03297349275265181,4845,23.020580985216256,1797403.867116555,5136,3771,6149641.799674329
2024-07-22,1,0.8451074338695662,0.05453241552957629,6483,33.56954854240696,2065025.7183104858,5603,4726,3686830.663531308
2024-07-23,1,0.9323706277774807,0.022913337719354755,6234,20.867063249568652,4010601.5986773893,4430,5694,4626551.363671708
2024-07-24,1,0.8855280700249858,0.028150773120604163,4881,22.889704382168052,8854572.254361417,4541,5361,6618503.168569973
2024-07-25,1,0.8407355335281338,0.019343598069116064,2702,12.41804541271374,7551453.762763887,2790,4855,6106557.600566777
2024-07-26,1,0.857766676788589,0.052715760463434895,5375,14.060622468330566,7762375.774261411,5047,5109,1482706.1144949482
2024-07-27,1,0.8728284163050438,0.02831939786151342,4837,17.409363972159994,9156291.22468933,4211,4169,6315787.836925746
2024-07-28,1,0.920613695668228,0.014575631029506968,4783,24.62713581020153,1302522.4016495435,4871,3982,3877669.218204946
2024-07-29,1,0.8979383555122153,0.011527637774284265,4774,29.913690585267673,9670549.907921953,5291,5087,1365805.1550021663
2024-07-30,1,0.8289566628928461,0.06115746754865109,4576,39.4389127149174,3308770.5619982304,4022,5510,4957311.78200127
2024-07-31,1,0.8898259380724481,0.05259690908875266,4971,20.485191162604565,2026862.0639914004,4501,4512,2756766.629382086
2024-08-01,1,0.8818501145163706,0.04663736379620566,5918,13.443066156076524,8741257.240144916,4593,5137,5954845.680608381
2024-08-02,1,0.8510053319799809,0.042081044907005954,5068,24.54088861390141,2491970.861469482,4486,6809,3882358.7910915595
2024-08-03,1,0.8944076664295983,0.014359117411731993,6645,25.37507946310995,8257632.555095555,4346,4947,6503947.395688232
2024-08-04,1,0.8564541132257063,0.021529444740260716,4360,19.906451946144927,7810763.551197715,3787,5085,7144810.547064286
2024-08-05,1,0.8670787005319761,0.07894927592986126,3749,33.16037428929971,1244506.7910300384,4757,4337,7364541.441030921
2024-08-06,1,0.8704186411917236,0.017383158996964142,7554,29.70340314172882,8398928.44540203,5716,4488,7751336.577305681
2024-08-07,1,0.8792311509155754,0.030099657065920292,3849,33.785632571015185,6198340.292930418,5631,5483,3771793.308637184
2024-08-08,1,0.8778687039152645,0.021056837598474362,5682,30.876973545064075,8139352.153944289,5383,4615,7343002.783360365
2024-08-09,1,0.8657897786362462,0.02289573874666183,4677,36.819691300236116,6888632.970924657,4660,3953,5307086.1754886145
2024-08-10,1,0.8765596222996251,0.07769886306814193,6129,22.53282937825299,9856992.87132848,5604,6289,2161684.267070495
2024-08-11,1,0.8702187106493059,0.021356338404773557,5788,10.37822559927277,6037801.152745443,6055,5201,7231806.371124615
2024-08-12,1,0.8816645676467625,0.023118836086830755,4717,35.74531159471492,8371571.624754905,6065,5315,3200450.7922862386
2024-08-13,1,0.9153464906196384,0.04214856380212498,4905,20.733947959763256,5447912.025252699,4451,5893,2216331.1519502066
2024-08-14,1,0.901051639394579,0.017044623496647333,5437,17.19622338267834,2277747.907848945,4336,3173,6241784.358743145
2024-08-15,1,0.9123477942242073,0.03466624626267581,6217,35.2434265925428,5241584.506583481,4826,5121,1883853.1909515192
2024-08-16,1,0.8404618448646484,0.05804290376802683,5950,12.089234444872172,2573932.934583634,4518,5471,6859287.87670058
